지역별,시점,아파트매매가격지수,인구밀도,사교육참여율,고용률,여성초혼연령,인터넷이용률,합계출산율,근로시간
대구,2020.05,108.6,2717.6,79.1,55.9,30.82,95.2,0.8,157.9
대전,2020.05,124.4,2751.7,75.7,60.1,30.62,93.3,0.807,159.4
부산,2020.05,95.0,4335.4,77.4,54.6,31.17,94.3,0.741,159.4
서울,2020.05,135.4,15760.3,81.6,59.1,31.73,92.7,0.637,158.0
울산,2020.05,88.7,1063.2,73.8,57.8,30.44,96.7,0.969,157.9
인천,2020.05,106.1,2768.3,74.0,61.8,30.8,92.4,0.812,160.3
전남,2020.05,104.6,144.5,66.5,64.3,30.32,86.3,1.102,162.0
전북,2020.05,92.9,222.6,69.8,59.8,30.54,88.4,0.889,160.0
제주,2020.05,91.5,363.1,72.7,66.4,30.99,88.6,0.998,156.7
충남,2020.05,92.3,263.9,67.2,63.2,30.05,91.8,1.007,159.2
충북,2020.05,88.1,219.9,69.6,64.5,30.24,93.5,0.972,159.7
강원,2020.06,88.0,90.4,69.7,62.8,30.47,81.3,1.012,158.4
경기,2020.06,112.2,1332.1,77.8,60.6,30.95,93.3,0.868,163.3
경남,2020.06,86.9,314.9,72.8,61.1,30.7,92.2,0.927,160.4
경북,2020.06,88.1,138.6,71.8,61.3,30.53,92.4,0.988,158.0
광주,2020.06,113.0,2946.2,73.6,59.2,30.86,93.6,0.846,159.9
대구,2020.06,109.4,2715.4,79.1,56.9,30.85,95.0,0.798,159.2
대전,2020.06,128.0,2750.4,75.7,60.5,30.62,93.1,0.807,160.6
부산,2020.06,96.2,4332.6,77.4,55.4,31.19,94.6,0.739,160.6
서울,2020.06,140.4,15744.6,81.6,59.2,31.76,92.8,0.635,159.3
울산,2020.06,89.5,1062.0,73.9,57.7,30.46,96.9,0.966,158.9
인천,2020.06,107.9,2769.0,74.0,61.6,30.82,92.6,0.808,161.5
전남,2020.06,105.0,144.4,66.5,65.0,30.33,86.3,1.092,162.8
전북,2020.06,93.6,222.4,69.8,60.7,30.56,88.6,0.884,161.0
제주,2020.06,91.5,363.2,72.7,65.6,31.0,88.4,0.992,158.2
충남,2020.06,93.3,263.9,67.3,64.0,30.06,91.7,1.001,160.2
충북,2020.06,90.7,219.8,69.6,64.7,30.26,93.2,0.969,160.6
강원,2020.07,89.3,90.4,69.7,62.3,30.48,81.4,1.008,159.4
경기,2020.07,115.4,1333.2,77.8,60.4,30.97,93.5,0.865,164.4
경남,2020.07,87.5,314.7,72.8,61.1,30.74,92.6,0.924,161.4
경북,2020.07,88.5,138.6,71.8,62.3,30.55,92.2,0.984,159.0
광주,2020.07,113.4,2945.9,73.7,58.7,30.89,93.9,0.854,160.8
대구,2020.07,110.5,2713.2,79.1,57.1,30.88,94.8,0.796,160.6
대전,2020.07,129.7,2749.2,75.7,60.6,30.62,92.9,0.808,161.8
부산,2020.07,97.1,4329.9,77.5,55.6,31.21,94.8,0.738,161.9
서울,2020.07,147.6,15728.8,81.6,59.5,31.78,92.8,0.634,160.6
울산,2020.07,90.8,1060.8,73.9,58.3,30.48,97.1,0.962,159.8
인천,2020.07,108.5,2769.6,74.1,61.8,30.85,92.9,0.804,162.7
전남,2020.07,106.5,144.3,66.5,64.5,30.34,86.3,1.081,163.7
전북,2020.07,94.0,222.2,69.8,60.9,30.57,88.7,0.88,161.9
제주,2020.07,92.6,363.3,72.7,66.8,31.01,88.3,0.986,159.7
충남,2020.07,94.0,263.9,67.3,64.2,30.08,91.6,0.996,161.3
충북,2020.07,90.7,219.8,69.7,64.5,30.27,93.0,0.966,161.6
강원,2020.08,89.1,90.4,69.7,62.7,30.5,81.5,1.003,160.5
경기,2020.08,116.9,1334.4,77.8,60.0,30.99,93.6,0.863,165.5
경남,2020.08,87.4,314.5,72.8,61.1,30.77,93.1,0.921,162.5
경북,2020.08,88.8,138.6,71.9,62.1,30.58,92.0,0.981,160.1
광주,2020.08,113.8,2945.5,73.7,58.6,30.92,94.1,0.861,161.8
대구,2020.08,111.9,2711.0,79.1,57.6,30.91,94.5,0.794,161.9
대전,2020.08,132.0,2747.9,75.7,61.2,30.62,92.8,0.808,163.0
부산,2020.08,97.6,4327.2,77.5,55.8,31.23,95.1,0.736,163.2
서울,2020.08,152.3,15713.1,81.6,59.6,31.81,92.9,0.633,161.9
울산,2020.08,91.0,1059.7,73.9,58.2,30.5,97.2,0.958,160.8
인천,2020.08,108.3,2770.2,74.1,61.9,30.87,93.1,0.799,163.9
전남,2020.08,106.5,144.2,66.6,64.5,30.36,86.4,1.07,164.6
전북,2020.08,93.9,222.1,69.9,60.6,30.58,88.9,0.875,162.8
제주,2020.08,92.8,363.4,72.7,67.2,31.03,88.2,0.98,161.3
충남,2020.08,94.3,263.9,67.3,64.0,30.1,91.5,0.991,162.4
충북,2020.08,91.0,219.7,69.7,63.7,30.29,92.7,0.963,162.5
강원,2020.09,90.0,90.4,69.7,62.1,30.51,81.6,0.998,161.6
경기,2020.09,117.9,1335.5,77.9,60.0,31.01,93.8,0.861,166.6
경남,2020.09,87.6,314.2,72.9,60.6,30.8,93.6,0.917,163.5
경북,2020.09,88.9,138.5,71.9,62.0,30.6,91.9,0.978,161.2
광주,2020.09,114.0,2945.1,73.7,58.8,30.95,94.4,0.868,162.8
대구,2020.09,112.8,2708.8,79.1,57.7,30.94,94.2,0.792,163.3
대전,2020.09,133.9,2746.6,75.7,61.1,30.62,92.6,0.808,164.1
부산,2020.09,98.7,4324.5,77.5,55.8,31.24,95.3,0.734,164.4
서울,2020.09,154.4,15697.3,81.7,58.9,31.83,93.0,0.631,163.2
울산,2020.09,92.3,1058.5,74.0,58.6,30.52,97.4,0.955,161.8
인천,2020.09,108.9,2770.9,74.1,61.3,30.89,93.3,0.795,165.1
전남,2020.09,107.1,144.2,66.6,64.5,30.38,86.4,1.06,165.5
전북,2020.09,94.6,221.9,69.9,61.2,30.59,89.1,0.87,163.7
제주,2020.09,91.5,363.5,72.7,67.5,31.04,88.1,0.974,162.8
충남,2020.09,94.8,263.8,67.3,63.9,30.12,91.4,0.985,163.5
충북,2020.09,91.1,219.6,69.7,63.7,30.31,92.4,0.96,163.5
강원,2020.1,91.1,90.4,69.7,62.4,30.52,81.8,0.993,162.7
경기,2020.1,120.2,1336.6,77.9,60.1,31.03,94.0,0.859,167.7
경남,2020.1,88.5,314.0,72.9,60.8,30.83,94.0,0.914,164.5
경북,2020.1,89.8,138.5,71.9,62.0,30.63,91.7,0.975,162.3
광주,2020.1,115.0,2944.8,73.7,58.7,30.98,94.7,0.875,163.7
대구,2020.1,115.4,2706.6,79.2,57.7,30.97,94.0,0.79,164.6
대전,2020.1,136.2,2745.4,75.7,61.5,30.63,92.4,0.809,165.3
부산,2020.1,101.3,4321.8,77.5,56.1,31.26,95.6,0.733,165.7
서울,2020.1,155.7,15681.6,81.7,59.2,31.86,93.0,0.63,164.4
울산,2020.1,94.0,1057.3,74.0,58.1,30.55,97.6,0.951,162.8
인천,2020.1,108.8,2771.5,74.2,61.3,30.91,93.5,0.791,166.3
전남,2020.1,107.9,144.1,66.6,64.9,30.39,86.5,1.049,166.4
전북,2020.1,94.9,221.7,69.9,61.6,30.6,89.3,0.865,164.6
제주,2020.1,93.1,363.6,72.7,67.5,31.05,88.0,0.968,164.3
충남,2020.1,95.3,263.8,67.3,64.7,30.14,91.3,0.979,164.6
충북,2020.1,92.1,219.6,69.7,63.1,30.32,92.1,0.958,164.4
강원,2020.11,91.2,90.4,69.7,62.1,30.54,81.9,0.989,163.8
경기,2020.11,123.3,1337.8,77.9,60.4,31.05,94.1,0.857,168.8
경남,2020.11,90.7,313.8,72.9,61.2,30.86,94.5,0.91,165.6
경북,2020.11,91.6,138.4,71.9,62.3,30.66,91.6,0.972,163.4
광주,2020.11,117.7,2944.4,73.7,58.2,31.01,94.9,0.882,164.7
대구,2020.11,119.0,2704.4,79.2,58.3,31.0,93.7,0.789,166.0
대전,2020.11,138.4,2744.1,75.8,62.0,30.63,92.3,0.809,166.5
부산,2020.11,106.2,4319.1,77.5,56.4,31.28,95.8,0.731,166.9
서울,2020.11,158.6,15665.8,81.7,59.8,31.88,93.1,0.629,165.7
울산,2020.11,98.3,1056.2,74.1,58.3,30.57,97.7,0.947,163.8
인천,2020.11,110.2,2772.2,74.2,61.8,30.93,93.7,0.787,167.5
전남,2020.11,108.4,144.0,66.6,64.7,30.41,86.6,1.038,167.3
전북,2020.11,96.3,221.6,69.9,62.2,30.61,89.5,0.86,165.5
제주,2020.11,92.5,363.7,72.7,69.2,31.07,87.9,0.963,165.9
충남,2020.11,96.6,263.8,67.3,63.2,30.16,91.2,0.974,165.7
충북,2020.11,92.6,219.5,69.8,63.8,30.34,91.8,0.955,165.4
강원,2020.12,93.1,90.4,69.7,55.5,30.55,82.0,0.984,164.9
경기,2020.12,126.7,1338.9,78.0,59.1,31.07,94.3,0.855,169.9
경남,2020.12,92.9,313.6,72.9,59.0,30.89,94.9,0.906,166.6
경북,2020.12,94.5,138.4,71.9,59.7,30.68,91.4,0.969,164.5
광주,2020.12,119.3,2944.0,73.7,58.8,31.04,95.2,0.889,165.6
대구,2020.12,123.1,2702.2,79.2,57.5,31.03,93.5,0.787,167.3
대전,2020.12,140.6,2742.8,75.8,60.6,30.63,92.1,0.81,167.7
부산,2020.12,110.9,4316.4,77.5,55.5,31.3,96.1,0.73,168.2
서울,2020.12,162.0,15650.1,81.7,58.8,31.91,93.2,0.627,167.0
울산,2020.12,101.3,1055.0,74.1,57.5,30.59,97.9,0.944,164.8
인천,2020.12,112.3,2772.8,74.2,60.1,30.95,93.9,0.782,168.7
전남,2020.12,108.2,143.9,66.6,62.6,30.42,86.6,1.028,168.2
전북,2020.12,98.4,221.4,69.9,59.1,30.62,89.7,0.855,166.4
제주,2020.12,95.4,363.8,72.7,67.1,31.08,87.8,0.957,167.4
충남,2020.12,98.1,263.8,67.3,60.0,30.18,91.1,0.968,166.8
충북,2020.12,94.1,219.4,69.8,61.6,30.36,91.5,0.952,166.3
강원,2021.01,95.7,90.4,70.1,52.8,30.57,82.1,0.979,164.3
경기,2021.01,131.6,1339.4,80.7,57.9,31.09,94.2,0.853,169.3
경남,2021.01,94.0,313.4,74.5,57.9,30.89,94.8,0.903,166.0
경북,2021.01,95.8,138.3,72.5,57.5,30.69,91.6,0.966,163.9
광주,2021.01,120.5,2943.0,74.5,56.6,31.04,95.5,0.896,165.0
대구,2021.01,126.9,2699.8,79.7,55.5,31.05,93.7,0.785,166.6
대전,2021.01,144.1,2741.8,77.1,58.5,30.65,92.2,0.81,166.9
부산,2021.01,112.2,4312.8,78.3,54.1,31.33,96.1,0.728,167.7
서울,2021.01,167.1,15642.7,83.4,57.3,31.93,93.1,0.626,166.4
울산,2021.01,103.2,1054.2,77.0,56.0,30.61,97.9,0.94,164.0
인천,2021.01,115.3,2775.2,76.7,59.0,30.98,93.9,0.778,168.1
전남,2021.01,108.6,143.9,67.3,60.4,30.45,86.5,1.017,167.6
전북,2021.01,99.5,221.3,70.5,57.4,30.64,89.9,0.85,165.7
제주,2021.01,95.3,363.9,73.1,64.6,31.14,88.5,0.951,167.0
충남,2021.01,99.2,264.0,68.4,56.7,30.21,91.2,0.963,166.1
충북,2021.01,95.6,219.4,72.0,58.8,30.38,91.7,0.949,165.7
강원,2021.02,96.8,90.5,70.3,56.1,30.6,82.2,0.978,163.7
경기,2021.02,135.9,1339.9,82.1,59.1,31.11,94.1,0.852,168.6
경남,2021.02,94.6,313.2,75.3,58.8,30.9,94.7,0.898,165.5
경북,2021.02,97.3,138.3,72.8,58.4,30.7,91.8,0.963,163.3
광주,2021.02,121.8,2942.0,74.9,57.7,31.05,95.8,0.892,164.3
대구,2021.02,128.8,2697.4,79.9,56.5,31.06,93.9,0.783,166.0
대전,2021.02,146.0,2740.8,77.7,58.9,30.67,92.4,0.813,166.1
부산,2021.02,113.7,4309.1,78.7,54.8,31.36,96.0,0.728,167.1
서울,2021.02,169.4,15635.2,84.3,57.9,31.95,93.0,0.623,165.9
울산,2021.02,103.6,1053.3,78.4,57.1,30.62,97.9,0.932,163.2
인천,2021.02,118.0,2777.6,77.9,60.4,31.01,93.8,0.775,167.5
전남,2021.02,109.0,143.8,67.6,62.5,30.49,86.4,1.013,166.9
전북,2021.02,100.4,221.1,70.8,59.7,30.66,90.2,0.847,165.0
제주,2021.02,97.0,364.1,73.3,66.5,31.19,89.2,0.948,166.6
충남,2021.02,100.0,264.2,68.9,58.7,30.25,91.3,0.959,165.4
충북,2021.02,97.6,219.4,73.1,60.9,30.39,91.8,0.943,165.0
강원,2021.03,98.2,90.5,70.3,61.1,30.62,82.3,0.977,163.2
경기,2021.03,139.5,1340.4,82.1,60.0,31.14,94.0,0.851,168.0
경남,2021.03,95.2,313.0,75.3,60.0,30.9,94.7,0.892,164.9
경북,2021.03,97.7,138.2,72.8,59.7,30.71,92.0,0.96,162.6
광주,2021.03,122.1,2941.0,74.9,58.1,31.06,96.0,0.887,163.7
대구,2021.03,130.2,2695.1,79.9,58.0,31.08,94.0,0.78,165.3
대전,2021.03,148.4,2739.8,77.7,59.4,30.7,92.5,0.815,165.4
부산,2021.03,114.0,4305.5,78.7,55.7,31.39,95.9,0.727,166.6
서울,2021.03,170.1,15627.8,84.3,59.1,31.97,92.9,0.62,165.3
울산,2021.03,104.2,1052.5,78.4,57.6,30.64,97.9,0.925,162.4
인천,2021.03,121.4,2779.9,77.9,60.8,31.04,93.8,0.773,167.0
전남,2021.03,109.7,143.8,67.6,63.6,30.52,86.4,1.009,166.3
전북,2021.03,102.1,221.0,70.8,60.9,30.68,90.4,0.844,164.2
제주,2021.03,99.7,364.2,73.3,67.7,31.25,89.8,0.946,166.2
충남,2021.03,101.5,264.3,68.9,61.6,30.28,91.4,0.954,164.8
충북,2021.03,99.2,219.4,73.1,62.6,30.41,92.0,0.936,164.4
강원,2021.04,99.4,90.5,70.3,62.2,30.64,82.4,0.976,162.6
경기,2021.04,142.5,1340.9,82.1,60.6,31.16,93.9,0.849,167.4
경남,2021.04,95.7,312.8,75.3,61.2,30.91,94.6,0.887,164.3
경북,2021.04,99.0,138.2,72.8,60.9,30.72,92.2,0.957,162.0
광주,2021.04,122.9,2940.0,74.9,58.6,31.06,96.3,0.883,163.1
대구,2021.04,130.4,2692.7,79.9,58.2,31.09,94.2,0.778,164.6
대전,2021.04,150.5,2738.8,77.7,60.2,30.72,92.7,0.818,164.6
부산,2021.04,115.7,4301.9,78.7,56.2,31.42,95.9,0.727,166.1
서울,2021.04,171.3,15620.3,84.3,59.2,31.99,92.8,0.618,164.7
울산,2021.04,105.2,1051.6,78.4,57.4,30.66,97.9,0.917,161.6
인천,2021.04,124.7,2782.3,77.9,61.3,31.06,93.8,0.77,166.4
전남,2021.04,109.9,143.7,67.6,64.4,30.55,86.3,1.005,165.7
전북,2021.04,103.1,220.9,70.8,61.0,30.71,90.7,0.842,163.5
제주,2021.04,99.9,364.4,73.3,68.7,31.31,90.5,0.943,165.7
충남,2021.04,102.1,264.5,68.9,63.6,30.31,91.5,0.95,164.1
충북,2021.04,100.5,219.4,73.1,63.4,30.43,92.2,0.93,163.8
강원,2021.05,100.0,90.6,70.4,63.5,30.67,82.5,0.975,162.0
경기,2021.05,146.4,1341.4,82.1,61.5,31.18,93.8,0.848,166.7
경남,2021.05,96.9,312.6,75.3,61.9,30.91,94.5,0.881,163.8
경북,2021.05,99.6,138.1,72.8,61.5,30.73,92.4,0.954,161.4
광주,2021.05,123.4,2939.0,74.9,58.9,31.07,96.6,0.879,162.5
대구,2021.05,130.9,2690.3,79.9,59.1,31.11,94.4,0.776,164.0
대전,2021.05,152.1,2737.8,77.7,61.1,30.74,92.8,0.821,163.8
부산,2021.05,117.6,4298.2,78.7,56.7,31.45,95.8,0.726,165.5
서울,2021.05,174.6,15612.8,84.3,59.6,32.01,92.7,0.615,164.2
울산,2021.05,105.3,1050.8,78.4,57.5,30.67,97.9,0.909,160.8
인천,2021.05,129.3,2784.7,77.9,62.2,31.09,93.8,0.768,165.8
전남,2021.05,110.1,143.6,67.6,65.7,30.58,86.2,1.001,165.0
전북,2021.05,104.4,220.7,70.8,61.8,30.73,91.0,0.839,162.8
제주,2021.05,102.2,364.6,73.3,68.2,31.36,91.2,0.94,165.3
충남,2021.05,103.3,264.7,68.9,64.7,30.34,91.6,0.945,163.4
충북,2021.05,102.5,219.4,73.1,64.4,30.44,92.3,0.923,163.1
강원,2021.06,101.6,90.6,70.4,64.0,30.69,82.6,0.974,161.4
경기,2021.06,151.3,1341.9,82.1,61.8,31.2,93.6,0.847,166.1
경남,2021.06,97.7,312.4,75.3,62.1,30.92,94.4,0.876,163.2
경북,2021.06,100.4,138.0,72.8,61.6,30.74,92.6,0.951,160.8
광주,2021.06,125.6,2938.0,74.9,58.6,31.07,96.9,0.874,161.8
대구,2021.06,131.6,2688.0,79.9,59.0,31.12,94.6,0.773,163.3
대전,2021.06,156.0,2736.8,77.7,62.0,30.76,92.9,0.823,163.0
부산,2021.06,119.7,4294.6,78.7,56.9,31.48,95.8,0.726,165.0
서울,2021.06,178.8,15605.4,84.3,59.7,32.03,92.6,0.612,163.6
울산,2021.06,106.2,1050.0,78.4,57.2,30.69,97.9,0.902,160.0
인천,2021.06,134.7,2787.0,77.9,62.0,31.12,93.8,0.765,165.2
전남,2021.06,111.0,143.6,67.6,65.8,30.62,86.2,0.997,164.4
전북,2021.06,106.4,220.6,70.8,62.8,30.75,91.2,0.836,162.1
제주,2021.06,103.0,364.7,73.4,68.1,31.42,91.9,0.938,164.9
충남,2021.06,104.7,264.8,68.9,64.7,30.38,91.7,0.94,162.7
충북,2021.06,104.4,219.4,73.1,64.4,30.46,92.5,0.916,162.5
강원,2021.07,103.8,90.6,70.4,64.1,30.71,82.6,0.974,160.9
경기,2021.07,156.7,1342.4,82.1,62.0,31.22,93.5,0.846,165.5
경남,2021.07,99.2,312.2,75.3,61.8,30.92,94.4,0.87,162.6
경북,2021.07,101.9,138.0,72.8,62.3,30.75,92.9,0.948,160.2
광주,2021.07,127.8,2936.9,75.0,58.9,31.07,97.2,0.87,161.2
대구,2021.07,132.7,2685.6,79.9,59.0,31.14,94.7,0.771,162.6
대전,2021.07,158.5,2735.7,77.7,61.6,30.78,93.1,0.826,162.2
부산,2021.07,122.2,4291.0,78.8,57.1,31.52,95.8,0.726,164.5
서울,2021.07,182.7,15598.0,84.3,59.6,32.05,92.5,0.609,163.0
울산,2021.07,107.9,1049.1,78.4,57.7,30.71,97.9,0.894,159.3
인천,2021.07,140.9,2789.4,77.9,61.5,31.15,93.7,0.762,164.6
전남,2021.07,110.9,143.6,67.6,65.1,30.65,86.1,0.993,163.8
전북,2021.07,108.5,220.5,70.8,62.4,30.77,91.4,0.833,161.4
제주,2021.07,106.5,364.8,73.4,66.9,31.48,92.6,0.935,164.5
충남,2021.07,106.2,265.0,69.0,65.0,30.41,91.8,0.936,162.0
충북,2021.07,106.0,219.4,73.1,63.9,30.48,92.7,0.91,161.9
강원,2021.08,105.5,90.7,70.4,63.8,30.74,82.7,0.973,160.3
경기,2021.08,162.5,1342.9,82.1,61.7,31.24,93.4,0.845,164.8
경남,2021.08,101.0,312.0,75.3,61.4,30.92,94.3,0.865,162.1
경북,2021.08,103.8,137.9,72.9,62.0,30.76,93.1,0.945,159.6
광주,2021.08,130.6,2935.9,75.0,58.7,31.08,97.5,0.866,160.6
대구,2021.08,132.5,2683.2,79.9,58.7,31.16,94.9,0.769,162.0
대전,2021.08,162.0,2734.7,77.7,62.1,30.8,93.2,0.829,161.4
부산,2021.08,123.7,4287.3,78.8,57.3,31.55,95.7,0.725,163.9
서울,2021.08,186.3,15590.5,84.3,59.2,32.07,92.4,0.607,162.5
울산,2021.08,108.5,1048.3,78.4,58.1,30.72,97.9,0.886,158.5
인천,2021.08,147.3,2791.8,77.9,61.9,31.18,93.7,0.76,164.0
전남,2021.08,112.1,143.5,67.6,65.6,30.68,86.0,0.989,163.1
전북,2021.08,111.1,220.3,70.7,62.3,30.79,91.7,0.831,160.7
제주,2021.08,109.2,365.0,73.4,67.0,31.53,93.3,0.932,164.1
충남,2021.08,108.9,265.2,69.0,64.9,30.44,91.9,0.932,161.3
충북,2021.08,109.0,219.4,73.0,64.5,30.49,92.8,0.904,161.2
강원,2021.09,108.2,90.7,70.4,63.5,30.76,82.8,0.972,159.7
경기,2021.09,166.7,1343.4,82.1,61.9,31.26,93.3,0.844,164.2
경남,2021.09,102.9,311.8,75.3,61.7,30.93,94.2,0.86,161.5
경북,2021.09,105.1,137.9,72.9,62.7,30.77,93.3,0.942,159.0
광주,2021.09,134.8,2934.9,75.0,58.5,31.08,97.8,0.861,160.0
대구,2021.09,132.4,2680.8,79.9,59.0,31.17,95.1,0.766,161.3
대전,2021.09,164.7,2733.7,77.7,61.8,30.82,93.4,0.831,160.6
부산,2021.09,124.7,4283.7,78.8,56.6,31.58,95.6,0.725,163.4
서울,2021.09,189.1,15583.0,84.3,59.7,32.09,92.3,0.604,161.9
울산,2021.09,109.8,1047.4,78.4,58.6,30.74,97.9,0.879,157.7
인천,2021.09,151.8,2794.2,77.9,62.1,31.2,93.7,0.757,163.4
전남,2021.09,114.0,143.5,67.6,66.3,30.71,85.9,0.985,162.5
전북,2021.09,113.6,220.2,70.7,62.4,30.82,92.0,0.828,160.0
제주,2021.09,112.9,365.2,73.4,66.5,31.59,94.0,0.93,163.6
충남,2021.09,111.3,265.4,69.0,65.2,30.47,92.0,0.927,160.6
충북,2021.09,111.3,219.4,73.0,64.2,30.51,93.0,0.897,160.6
강원,2021.1,110.6,90.7,70.5,63.7,30.78,82.9,0.971,159.2
경기,2021.1,169.0,1343.9,82.1,62.2,31.29,93.2,0.842,163.6
경남,2021.1,104.1,311.6,75.3,61.5,30.93,94.2,0.854,160.9
경북,2021.1,105.4,137.8,72.9,62.8,30.78,93.5,0.939,158.3
광주,2021.1,139.5,2933.9,75.0,58.6,31.09,98.0,0.857,159.4
대구,2021.1,132.1,2678.5,79.9,59.0,31.19,95.2,0.764,160.6
대전,2021.1,166.5,2732.7,77.7,61.7,30.85,93.5,0.834,159.9
부산,2021.1,125.3,4280.1,78.8,56.5,31.61,95.6,0.724,162.9
서울,2021.1,189.8,15575.6,84.3,59.5,32.11,92.2,0.601,161.3
울산,2021.1,110.2,1046.6,78.4,58.8,30.76,97.9,0.871,156.9
인천,2021.1,153.7,2796.5,77.9,61.9,31.23,93.7,0.755,162.9
전남,2021.1,114.4,143.4,67.6,66.7,30.74,85.9,0.981,161.9
전북,2021.1,114.8,220.1,70.7,62.5,30.84,92.2,0.825,159.2
제주,2021.1,111.3,365.3,73.4,67.7,31.65,94.6,0.927,163.2
충남,2021.1,113.5,265.5,69.0,65.4,30.5,92.1,0.922,160.0
충북,2021.1,113.4,219.4,73.0,64.9,30.53,93.2,0.89,160.0
강원,2021.11,111.2,90.8,70.5,63.8,30.81,83.0,0.97,158.6
경기,2021.11,167.9,1344.4,82.1,62.6,31.31,93.1,0.841,162.9
경남,2021.11,104.3,311.4,75.3,61.1,30.94,94.1,0.849,160.4
경북,2021.11,105.4,137.8,72.9,62.2,30.79,93.7,0.936,157.7
광주,2021.11,140.3,2932.9,75.0,58.0,31.1,98.3,0.853,158.7
대구,2021.11,130.3,2676.1,79.9,59.0,31.2,95.4,0.762,160.0
대전,2021.11,164.8,2731.7,77.7,62.3,30.87,93.7,0.837,159.1
부산,2021.11,124.5,4276.4,78.8,56.6,31.64,95.5,0.724,162.3
서울,2021.11,186.5,15568.1,84.3,59.9,32.13,92.1,0.599,160.8
울산,2021.11,109.4,1045.7,78.4,58.8,30.77,97.9,0.863,156.1
인천,2021.11,154.3,2798.9,77.9,62.4,31.26,93.6,0.752,162.3
전남,2021.11,115.9,143.3,67.6,66.1,30.78,85.8,0.977,161.2
전북,2021.11,115.6,219.9,70.7,62.3,30.86,92.5,0.823,158.5
제주,2021.11,110.6,365.5,73.4,68.9,31.7,95.3,0.924,162.8
충남,2021.11,113.6,265.7,69.0,64.3,30.54,92.2,0.918,159.3
충북,2021.11,113.8,219.4,73.0,64.6,30.54,93.3,0.884,159.3
강원,2021.12,112.1,90.8,70.5,58.7,30.83,83.1,0.969,158.0
경기,2021.12,165.3,1344.9,82.1,62.1,31.33,93.0,0.84,162.3
경남,2021.12,103.8,311.2,75.3,58.6,30.94,94.0,0.843,159.8
경북,2021.12,105.8,137.7,72.9,60.5,30.8,93.9,0.933,157.1
광주,2021.12,141.5,2931.9,75.0,56.9,31.1,98.6,0.848,158.1
대구,2021.12,126.6,2673.7,79.9,58.0,31.22,95.6,0.759,159.3
대전,2021.12,161.4,2730.7,77.7,61.2,30.89,93.8,0.839,158.3
부산,2021.12,122.6,4272.8,78.8,55.8,31.67,95.5,0.723,161.8
서울,2021.12,183.6,15560.7,84.3,60.2,32.15,92.0,0.596,160.2
울산,2021.12,110.0,1044.9,78.4,57.5,30.79,97.9,0.856,155.3
인천,2021.12,151.5,2801.3,77.9,60.4,31.29,93.6,0.75,161.7
전남,2021.12,115.6,143.3,67.6,63.2,30.81,85.7,0.973,160.6
전북,2021.12,115.6,219.8,70.7,59.4,30.88,92.7,0.82,157.8
제주,2021.12,111.0,365.6,73.4,68.1,31.76,96.0,0.922,162.4
충남,2021.12,113.8,265.9,69.0,61.6,30.57,92.3,0.913,158.6
충북,2021.12,114.3,219.4,73.0,63.5,30.56,93.5,0.877,158.7
강원,2022.01,112.3,90.8,71.9,55.0,30.85,83.7,0.968,157.5
경기,2022.01,163.4,1345.7,82.0,61.7,31.35,93.0,0.839,161.7
경남,2022.01,104.2,311.1,75.0,58.7,30.97,94.1,0.838,159.4
경북,2022.01,105.4,137.9,73.5,59.1,30.82,94.0,0.93,156.8
광주,2022.01,142.1,2930.0,75.9,57.0,31.11,98.4,0.844,157.8
대구,2022.01,126.4,2583.1,80.1,57.7,31.24,95.8,0.757,158.8
대전,2022.01,160.7,2730.1,77.8,60.5,30.91,94.0,0.842,157.9
부산,2022.01,122.7,4271.1,79.7,55.1,31.69,95.4,0.723,161.2
서울,2022.01,182.5,15556.2,84.6,59.0,32.17,92.1,0.593,159.7
울산,2022.01,109.5,1044.7,78.3,57.0,30.81,97.8,0.848,155.0
인천,2022.01,149.6,2804.2,77.5,59.8,31.31,93.6,0.747,161.2
전남,2022.01,115.8,143.3,67.4,63.3,30.81,86.1,0.969,160.2
전북,2022.01,115.5,219.7,70.1,59.3,30.89,92.8,0.817,157.3
제주,2022.01,111.9,365.6,74.3,68.1,31.76,95.5,0.919,161.8
충남,2022.01,114.0,266.1,69.8,59.2,30.6,92.5,0.909,158.2
충북,2022.01,114.0,219.6,72.3,61.8,30.58,93.7,0.871,158.3
강원,2022.02,113.5,90.8,72.6,58.7,30.87,84.4,0.962,157.0
경기,2022.02,163.3,1346.5,81.9,62.7,31.37,93.0,0.833,161.1
경남,2022.02,104.8,311.0,74.9,59.9,30.99,94.1,0.835,159.0
경북,2022.02,106.2,138.2,73.8,60.3,30.84,94.1,0.924,156.5
광주,2022.02,142.4,2928.0,76.3,57.8,31.13,98.3,0.833,157.5
대구,2022.02,124.7,2492.5,80.2,58.2,31.26,96.1,0.752,158.2
대전,2022.02,158.8,2729.6,77.9,61.0,30.94,94.3,0.837,157.4
부산,2022.02,123.0,4269.3,80.1,56.3,31.72,95.4,0.718,160.6
서울,2022.02,180.7,15551.6,84.8,59.7,32.2,92.2,0.59,159.3
울산,2022.02,109.0,1044.4,78.2,57.0,30.84,97.8,0.845,154.6
인천,2022.02,150.2,2807.0,77.3,61.6,31.34,93.6,0.743,160.7
전남,2022.02,114.5,143.4,67.3,64.6,30.81,86.5,0.969,159.7
전북,2022.02,116.0,219.7,69.8,60.0,30.9,92.9,0.814,156.8
